feat_9,feat_65,feat_11,feat_12,feat_67,feat_14,feat_68,feat_73,feat_69,feat_1,feat_70,feat_75,feat_100,feat_3,feat_84,feat_116,feat_15,feat_77,feat_4,feat_13,feat_92,feat_76,feat_108,feat_60,feat_124,feat_125,feat_52,feat_78,feat_117,feat_5,Gas Class
53739.7431,30390.625,14.446644,20.199451,6.77078,-9.989558,8.597271,19118.6094,14.24664,19899.0444,-5.147462,4.101519,5.75789,4.306111,22.008741,33.188105,-14.227765,8.51562,6.295788,28.236244,18.242005,5.225289,5.655905,33.252375,26.847418,33.152662,29.645717,-2.938147,40.094061,10.021925,2
15778.5601,8363.0728,3.914453,5.594925,1.846176,-2.74328,2.595089,5539.6075,5.003506,6461.8377,-1.238922,1.205886,3.227435,1.439068,13.665453,19.770876,-4.174929,4.523419,2.031734,11.071935,11.848686,1.705535,3.363682,19.631295,16.093444,21.345063,17.839542,-0.740447,24.579466,4.952757,2
22058.4942,15067.5092,5.861998,7.607887,3.675305,-3.558744,4.708085,11656.9068,7.788592,13524.0127,-2.268874,2.781229,3.480361,3.284052,13.618274,18.042084,-4.537767,6.300259,4.145314,10.660188,9.812309,3.594839,3.217475,17.11176,15.081273,19.596577,16.068606,-1.736341,23.041074,6.056702,2
292007.584,237678.1738,76.513191,113.955506,68.317332,-48.475947,108.810522,200858.3145,285.112167,280431.7832,-37.286725,58.039635,8.425066,71.800023,28.905503,55.968919,-163.318286,155.567693,115.614508,362.596378,22.63053,87.274291,6.501305,43.267876,48.125203,61.472729,42.612151,-31.725513,71.46081,582.796908,5
26487.0322,19893.9297,6.52324,9.310602,4.265892,-4.153507,5.748695,11622.1235,8.815185,19096.8589,-2.692361,2.417585,2.321559,4.259302,2.486256,4.272292,-5.354886,6.106494,5.919047,12.963044,2.513286,3.310339,2.281757,4.825343,4.061776,8.283514,4.469502,-1.491238,6.946665,8.453799,6
25899.9824,29001.9532,7.037204,10.996405,6.955087,-6.461225,10.006547,20754.0313,21.967902,6518.8945,-5.745819,4.505028,2.894315,1.81266,5.608994,8.520546,-10.467425,14.083423,3.393742,24.354812,4.523955,6.318829,2.578231,9.192702,7.735571,11.972756,8.326966,-3.837066,12.558104,10.626778,4
149490.9726,105955.791,35.763974,47.515189,24.809582,-25.840569,31.048104,84899.4433,48.296234,161340.9844,-16.927608,18.637931,6.201952,37.974813,9.232652,16.057901,-38.375371,35.91411,47.881381,54.541026,7.342524,22.957997,5.654275,15.706467,13.762353,16.485138,13.718388,-13.498147,19.220178,64.653322,5
39925.4863,43069.3184,10.810988,15.806265,11.65279,-7.890728,16.436932,33706.791,31.12751,38571.334,-7.545788,8.722345,3.13816,9.344758,5.28994,9.327282,-10.519318,24.080679,12.362855,24.149014,4.560878,11.944063,2.843857,9.329659,8.858639,11.256663,8.993323,-5.673704,13.214321,19.193635,4
38977.1103,45292.1621,11.06679,16.847848,11.646998,-8.176535,16.192986,31888.958,22.857553,20909.1733,-8.720404,7.449673,7.505323,4.856385,10.35443,18.760405,-12.153952,15.073902,7.158337,23.686407,9.821451,10.231603,7.453897,18.90958,17.385149,21.440744,18.03,-5.769025,23.483192,10.293459,1
3825.3369,3078.3794,0.574526,0.710492,0.381091,-0.489485,0.455778,3246.9224,0.915715,3836.9375,-0.370156,0.350776,2.025974,0.599608,6.055721,9.306177,-0.614227,0.903417,0.726765,1.028273,4.819742,0.4339,1.877788,8.285453,7.526132,8.237013,7.421499,-0.371349,10.0618,0.982315,2
10522.4477,7541.3931,3.356062,5.627912,1.753039,-2.068128,2.575212,8371.5908,4.448512,9481.1133,-0.857497,1.765804,4.56941,2.585498,4.36004,5.848863,-3.723344,4.185188,4.181474,8.470289,4.656782,2.464111,4.664613,10.685685,5.373834,7.613797,9.731945,-0.881557,8.509423,6.909228,3
34349.3067,32073.4667,10.077837,16.438134,7.989558,-8.431374,11.518292,23276.1289,21.697467,11494.6739,-6.343201,5.221122,3.472078,2.871348,7.159839,11.310464,-12.581052,15.578537,4.684442,31.707851,5.809716,7.243761,3.34145,11.896808,10.201327,13.946009,11.013625,-4.243821,15.358224,11.619196,4
39462.0127,34234.833,10.79756,16.250063,7.506604,-7.966413,10.080354,23173.0356,15.173067,11657.5532,-5.44694,4.662499,3.495115,2.889797,6.030826,9.312751,-11.663786,9.320564,4.16696,26.070073,4.92113,6.160143,3.260014,10.329968,8.472622,11.48281,9.317085,-3.30362,12.76656,8.345551,4
37155.0982,30877.0147,10.007477,14.513502,7.109641,-5.620957,9.287004,18787.7519,13.873822,32688.7671,-4.519792,4.057246,2.301297,7.685893,2.197818,4.501415,-7.308882,8.908727,10.34069,17.391631,2.384849,5.29999,2.35659,5.137706,4.581763,7.945953,4.818542,-2.518412,8.403615,14.754966,6
53701.6875,35473.6407,9.643274,15.436445,5.453474,-8.466184,7.508994,24453.5508,17.79738,55485.6855,-5.086864,3.522997,1.221899,9.280365,2.17138,3.368213,-13.491979,10.768382,13.707366,32.097977,1.807515,4.977711,1.13904,3.530196,2.823601,6.05738,3.267505,-3.532383,6.305365,32.322756,5
180144.4765,129492.2617,44.281603,59.417153,31.148903,-31.944844,40.000173,109139.7422,54.445576,199328.6953,-21.625142,24.794777,2.944334,47.108804,7.069604,10.663867,-49.044865,43.793687,61.161187,76.802673,5.518405,30.857781,2.623223,9.739746,9.595052,12.570638,8.945211,-17.764152,13.329678,77.940796,5
10431.9057,7588.7832,3.182799,5.387277,1.755467,-1.500278,2.534661,8436.5278,4.601267,8768.3545,-0.866452,1.772153,4.487394,2.370628,4.353996,5.913782,-2.272562,4.176362,3.773418,7.603739,4.616376,2.473567,4.537253,10.708815,5.256602,7.632669,9.707551,-0.875649,8.457175,5.847041,3
29333.2685,29388.5625,8.906973,14.297251,6.611245,-6.473215,8.971678,19352.5351,14.928123,15504.8457,-5.112144,4.027276,4.555297,3.408018,6.82705,11.702155,-9.907085,9.665496,4.900919,21.744892,5.387011,5.374911,3.650034,12.907895,9.945842,13.452709,10.989279,-3.07376,14.585147,9.389225,4
10983.5728,2327.0952,2.97191,4.291945,0.763046,-1.240852,1.304972,3174.6065,4.7497,2051.965,-0.308229,0.907975,3.565688,0.572558,6.248828,8.626344,-1.696875,5.094084,0.972618,6.703065,5.663373,1.443824,3.478855,10.891697,7.440402,10.305438,9.71334,-0.267427,12.054166,2.690943,3
38123.2193,29445.0596,10.262743,16.146438,6.770073,-7.394757,9.297761,21902.5137,12.861757,37233.0787,-4.988047,4.756238,5.489569,9.366057,7.196031,12.324135,-11.653823,9.052809,13.743501,21.123302,5.949968,6.570434,5.423698,14.799018,11.047286,14.38265,13.310482,-3.33891,15.189551,18.366973,4
32403.3027,23687.2989,9.875697,15.660799,6.241422,-6.767671,9.190622,12978.6181,16.809451,1822.6631,-4.254473,3.503891,2.221388,0.388854,1.920867,3.663014,-10.155077,10.345901,0.795603,24.198208,2.295469,5.511325,2.004125,4.461541,3.671406,6.254198,4.237823,-2.254015,6.996793,3.707114,6
10736.9038,8001.0801,2.647724,3.555539,1.730963,-1.64297,2.205281,7960.3205,2.907776,8983.9092,-1.09117,1.589853,1.504114,2.011951,2.720716,3.582778,-2.07952,2.532384,2.489128,3.981277,2.806078,1.885155,1.710758,5.260889,3.13578,4.074773,4.667226,-1.041876,4.976597,2.970247,3
216844.8222,169170.582,48.123828,69.395778,43.4832,-2.687321,63.683205,138316.9756,86.662862,153485.5723,-0.579363,35.585591,5.104424,36.575447,11.253588,20.468803,-3.44861,71.365657,52.643319,83.803861,9.598732,52.010926,3.954004,17.016498,18.270661,22.590179,16.015117,-0.546846,24.743916,65.170754,5
12114.3052,13593.4385,4.752914,8.437341,4.409134,-1.916877,7.053716,9254.8188,11.005995,7496.3465,-2.009542,2.837468,6.288365,2.394901,7.169518,14.336679,-3.032449,7.664265,4.33336,12.81584,7.168237,4.633489,6.256706,14.948263,13.346536,18.007321,14.11507,-1.261831,19.176852,6.530627,1
57221.7226,39203.3281,11.453248,15.221315,7.933261,-8.871902,9.850686,30424.4746,16.845408,58644.1718,-5.973864,6.15992,0.818064,11.513901,1.568939,2.440495,-13.18367,12.022198,14.909103,22.435609,1.25154,7.392418,0.830234,2.458497,2.155246,3.281717,2.227276,-4.569874,3.499566,20.715984,5
54603.2304,36177.5938,9.756547,15.110315,5.576851,-8.482883,7.743958,25391.6211,16.544332,55783.4668,-5.140245,3.671475,1.215545,9.407493,2.128016,3.39008,-13.646091,12.111583,13.609871,30.587561,1.770695,5.153902,1.154218,3.568271,2.949769,5.51891,3.388353,-3.622086,6.775296,32.440869,5
151764.6396,107173.876,41.686558,59.162053,27.496845,-26.165949,36.647,74986.4365,59.741091,16433.0376,-17.14049,17.564625,4.596396,3.663968,13.790712,21.455121,-41.335039,33.109929,4.753661,75.973976,10.828291,22.241901,4.583308,18.898817,18.4611,24.977494,18.123744,-12.014011,28.541624,10.283331,5
52928.1015,39493.0771,17.632489,29.292816,11.125945,-9.582214,17.036534,22426.8047,26.06693,5075.0583,-6.301977,6.239422,3.471706,1.083882,4.506572,8.624254,-14.068297,14.667497,1.566825,42.755099,5.055591,9.560235,3.203063,9.092196,8.341263,11.794553,8.50613,-3.534484,12.143002,4.463377,6
1826.5007,1780.6074,1.820748,3.166655,1.285907,-0.206296,2.415436,788.4336,6.422275,1229.9797,-0.192527,0.689437,1.648481,1.047833,1.263983,2.661914,-0.501995,4.93761,1.8805,5.804911,1.378836,1.40558,1.495307,3.040642,2.400346,5.206211,2.626927,-0.125433,6.564579,3.856826,6
53473.3198,44672.2822,14.73414,21.800468,10.39364,-10.499789,13.691592,31215.2548,18.585793,1650.3482,-7.156334,6.626348,4.238625,0.806976,8.062764,12.465332,-15.480305,12.76694,1.715456,30.077749,6.658553,8.591239,4.172677,13.453533,11.398633,14.673152,12.476666,-4.555094,15.868342,3.523819,4
44121.3887,28702.7715,7.811147,12.166073,4.324052,-6.817281,6.252831,19758.3222,15.302793,45415.2656,-4.030602,2.786416,1.128656,7.538891,1.961511,2.95921,-10.596127,9.169994,11.427256,26.075978,1.682286,3.920056,1.163698,3.377046,2.707584,5.761586,3.194621,-2.735833,5.324816,20.266811,5
14889.3105,15955.1734,3.07185,3.427388,3.139715,-2.206461,3.656524,13586.1196,4.118103,15105.0635,-2.260411,2.382251,5.253404,2.735627,21.312439,32.730578,-2.666753,3.323258,3.697178,4.483504,15.005952,2.85032,5.202621,27.754651,27.109761,30.781271,25.756659,-1.778611,36.386696,4.13235,2
139633.957,100961.5351,29.034326,37.804398,20.869485,-23.214651,26.191215,89157.1406,38.036488,154699.2617,-16.262382,17.770668,1.582516,31.206391,3.169211,4.890943,-33.365627,37.040309,39.344055,53.087526,2.673131,21.940752,1.510444,4.652488,4.435926,5.665658,4.311561,-14.082999,6.169153,55.199668,5
9480.5244,2499.8789,2.479378,3.427336,0.738393,-2.54134,1.216513,3662.1118,5.141496,36.5225,-0.537054,0.985618,3.282131,0.282862,6.224951,9.218557,-3.057931,5.946779,0.708161,5.42239,5.508514,1.465429,3.462174,10.69169,8.201515,11.790163,9.867622,-0.53646,13.033741,2.681336,3
17970.4863,14995.3545,5.293251,9.480861,3.516345,-3.18528,5.407031,9830.0742,9.789522,1859.4892,-2.382974,2.240293,2.643116,0.991126,3.167724,5.401011,-5.099496,6.916731,2.760382,13.880973,2.742908,3.530399,2.333611,6.822011,4.942556,8.073382,5.862411,-1.446277,7.757321,5.975921,4
11994.5009,7376.0635,2.93097,3.860915,1.663533,-1.653845,2.167461,7883.1484,3.098984,12018.2182,-0.947554,1.58608,2.70911,2.646583,3.7473,4.976438,-2.243106,3.003684,3.277334,4.412599,3.868403,1.977784,2.948836,7.333832,4.502081,5.571031,6.422214,-0.945489,5.964686,3.835306,3
4553.7034,3623.2275,0.974138,1.603117,0.647635,-0.717616,1.026445,2454.6538,3.578396,3753.3115,-0.488879,0.431769,5.383327,0.796349,17.463544,31.709367,-1.325106,3.137884,1.271001,5.169448,15.264633,0.70132,5.671707,32.230596,25.128224,32.068604,28.183905,-0.330006,39.359736,4.368193,2
23534.4405,20791.4072,6.537427,10.178521,4.863321,-3.43726,7.199066,12080.356,13.763117,22338.4424,-2.74978,2.707733,1.643057,5.467127,1.09269,2.688507,-4.770276,8.170545,7.903935,15.176432,1.199339,3.942244,1.423137,3.171035,2.663909,5.565456,2.835685,-1.453905,6.321021,12.176415,6
2081.6518,904.7686,0.650715,1.110478,0.31392,-0.218203,0.840578,1395.7192,5.565007,2642.4449,-0.172062,0.376678,1.200635,0.667298,1.260458,1.662781,-0.466463,5.342953,1.124976,3.759266,1.132015,0.889336,1.053731,2.011861,1.514988,4.917576,1.840911,-0.179517,6.198345,3.776493,3
15688.8066,11758.0816,5.824636,10.890032,3.5268,-2.467939,6.117452,7674.2998,9.928211,3336.7451,-1.431954,2.25793,2.833539,0.916875,2.704752,5.515385,-3.80807,6.414663,1.609595,15.044582,2.861152,4.072647,2.814379,6.455497,4.910603,7.35258,5.903383,-0.889617,7.857945,3.79875,6
98709.1362,98986.3164,31.093295,49.443749,30.479084,-21.474197,45.894997,102073.1729,50.563614,114836.258,-20.495098,29.480833,13.987564,34.627193,22.054179,40.666153,-28.363543,47.882428,52.530992,53.061781,18.255976,42.708736,13.114627,38.204114,37.345925,42.157984,35.270467,-20.140525,46.193523,56.221598,1
1396.4873,877.1001,0.260392,0.604555,0.206351,-0.217893,0.669622,575.4502,4.459425,694.751,-0.181562,0.160354,0.496022,0.189166,0.900208,0.937666,-0.554087,4.789475,0.456136,3.666636,0.712644,0.526524,0.486624,1.06998,0.837603,3.992254,0.869942,-0.145625,4.17621,4.080104,2
54568.1387,36104.0137,9.792613,15.080105,5.545613,-8.525982,8.013901,25347.8047,19.211945,55936.9453,-5.086957,3.656582,1.204329,9.373025,2.239556,3.453958,-13.711382,11.806829,13.912749,30.17599,1.896986,5.034016,1.228691,3.536462,3.091754,5.688908,3.391659,-3.589062,6.274215,31.529791,5
56199.1719,37086.3242,10.128081,16.212657,5.709204,-8.771359,8.072535,25935.1797,17.7738,55285.7149,-5.208605,3.720932,1.293519,9.357341,2.425869,3.713663,-13.666571,12.355661,13.966029,34.988311,2.100039,5.215066,1.226512,4.149733,3.335755,5.98949,3.832462,-3.669542,6.457342,26.812647,5
128047.6719,105011.0137,36.749171,56.521397,28.011538,-23.173627,38.304971,74816.1523,60.153601,66982.291,-18.13071,18.322757,7.159035,25.485476,14.832974,24.703125,-34.143271,37.238207,37.651425,76.970119,11.632184,24.256213,6.833903,23.629359,21.365408,25.55445,22.032237,-12.971562,30.487276,54.087071,5
1471.6836,1117.3042,0.205776,0.293825,0.131889,-0.16248,0.238096,932.2715,0.691089,1289.4179,-0.114646,0.120766,1.198746,0.20516,2.647476,4.595762,-0.223862,0.739591,0.2797,0.606972,2.335364,0.188696,1.088663,4.316083,3.742068,4.20929,3.818405,-0.116614,5.21016,0.609113,2
99375.0059,81160.8359,39.683941,61.719067,32.25619,-16.27615,48.696576,66712.6162,72.176927,88950.5117,-13.140606,25.595029,5.692606,33.799587,21.590833,34.362338,-24.386894,54.169343,49.232853,77.947827,17.459067,37.208088,5.207382,31.573083,30.259962,37.143126,30.316005,-10.323866,40.697989,74.123356,2
114897.6596,113710.2373,36.566804,60.504019,34.371658,-24.314479,53.015142,115468.3257,58.531896,138945.5813,-23.222631,32.751165,13.971568,42.044283,23.559284,44.511019,-33.620541,53.89834,66.29601,64.911415,19.632592,48.108066,13.539227,40.722167,41.015607,45.479265,38.123206,-22.327865,49.171133,69.660675,1
57612.2188,39591.2968,11.785992,15.587927,8.125752,-9.334792,10.273273,30963.6484,15.058057,59483.1406,-6.297327,6.391065,0.862978,11.824265,1.64692,2.585779,-13.34101,12.304638,15.304589,22.012418,1.306897,7.570833,0.831591,2.559458,2.243363,3.202141,2.350679,-4.812279,3.711673,21.946821,5
22823.5342,12753.0976,8.704631,13.406914,3.946666,-4.261486,5.692963,8161.5429,9.97928,8889.8999,-2.217568,2.534669,7.892056,2.793133,41.996739,59.950732,-6.188441,6.357589,4.209872,19.104361,35.87069,3.777748,8.536405,57.62522,49.463779,61.071909,52.880775,-1.375995,76.511088,7.317453,2
73176.3454,82509.6943,21.436466,32.808708,22.696566,-16.367461,32.34654,63419.4673,42.45559,35062.6788,-16.094119,15.522575,9.784919,8.263289,20.321224,35.014982,-23.654816,27.660315,11.372496,42.282331,18.552084,20.865119,10.073222,31.686782,31.731082,39.090953,30.680156,-11.905843,42.76756,15.176415,1
8946.3364,8452.6386,3.690753,6.984919,2.709587,-1.163746,4.615537,6113.3438,7.991199,314.5136,-0.935421,1.836523,2.827723,0.077539,2.603559,4.759749,-2.002255,6.496359,0.299558,11.669225,2.392097,3.203542,2.643139,5.760998,4.483002,6.385637,5.452275,-0.646648,8.047191,2.236656,4
16218.4619,9855.4345,4.514739,6.809029,2.268359,-2.466598,3.160211,10148.3047,4.578624,14470.4062,-1.332126,2.122262,3.596048,3.610246,4.786212,6.231465,-3.231214,4.399316,5.133687,8.24956,4.627963,2.79248,3.59495,8.231749,5.391038,7.424184,7.03727,-1.244489,8.424205,5.819911,3
35514.2085,40240.5566,10.019988,15.406441,10.308815,-7.32529,14.2718,28103.5889,20.196324,19131.0173,-7.590607,6.591046,7.44093,4.408563,9.976175,18.063085,-11.202071,13.440937,6.558177,21.576711,9.309115,9.036262,7.162837,18.567788,16.737135,21.751521,17.75209,-4.922793,22.975575,9.695445,1
15408.9427,7316.6262,3.473409,4.573741,1.396519,-2.697368,1.733081,5728.5125,2.553674,12944.9641,-1.110409,1.031393,8.481618,2.69098,35.977998,54.830496,-3.344933,2.108952,3.454197,5.449066,28.036382,1.255274,8.349977,54.394465,45.575443,53.047035,47.954198,-0.773267,63.297452,4.210487,2
57860.9707,36617.4141,18.331481,30.245432,10.0979,-10.432115,15.159444,21447.1953,20.573298,54982.9161,-5.461671,5.752603,3.268602,15.767651,4.639116,8.270757,-15.170823,12.816584,25.198961,39.961406,4.428075,8.667785,2.969767,8.363341,7.375973,10.881437,7.469298,-3.042245,12.064735,32.04075,6
78816.3213,60848.7842,25.473601,41.492976,17.318354,-16.039389,24.757154,50409.2592,28.124361,77375.9944,-10.768038,13.011062,8.614511,23.094265,14.736274,23.217253,-21.985183,20.559392,34.760117,44.746242,11.019704,17.80986,8.036308,22.792442,20.814709,22.798732,20.430652,-8.283345,25.342329,37.859288,4
58933.438,33762.9961,15.825507,21.63084,7.534605,-10.864958,9.424558,21325.5552,15.243573,24101.208,-5.6465,4.569869,6.13572,5.865904,22.917161,34.954301,-15.291696,9.030707,7.982331,31.152643,19.227849,5.662134,5.993314,35.271615,28.288403,33.571769,31.629284,-3.234666,41.525707,12.329005,2
67154.9316,91847.6426,18.408581,28.823324,26.246128,-14.992077,41.208997,83124.7265,76.469953,88819.2129,-18.210265,23.726368,4.830804,23.360763,6.181352,13.548346,-25.154075,70.356696,34.328395,47.701427,6.454996,35.665537,4.007207,11.672746,13.446673,17.580276,11.416701,-15.881322,18.983156,53.967721,1
5518.9094,2817.4631,4.943907,22.340672,2.567938,-7.708388,12.038305,2877.832,20.885483,6081.1406,-6.368806,2.626852,17.387225,5.425603,21.241469,57.097303,-31.613512,23.184506,24.040877,41.699168,18.47332,11.812959,17.205269,41.170089,49.645134,145.753826,37.043632,-5.762315,168.291391,47.093607,1
402875.6328,371249.3984,87.502068,115.313503,80.545693,-68.761746,103.381588,386110.5117,115.48336,516617.9648,-63.596867,80.963774,2.265708,107.208198,6.373887,9.65941,-91.555717,116.157109,134.700974,128.089742,4.789063,103.550803,2.305956,8.101017,8.117502,8.564866,8.180545,-65.210853,10.634844,158.198058,5
7661.4346,7325.1773,1.420338,1.623765,1.330778,-0.742481,1.525614,7360.0054,2.091056,7351.5127,-0.710567,1.200016,1.82274,1.28629,3.776948,6.614734,-0.900379,2.572354,1.462324,1.989378,2.987145,1.444063,1.772933,6.077793,5.596053,6.5259,5.382483,-0.659031,7.678962,1.967469,2
259833.8164,211912.5791,64.317183,91.92814,58.026932,-39.704314,85.32221,176654.9052,115.115364,187885.8574,-30.489337,49.13541,7.392242,48.311261,22.604604,42.818941,-73.064398,99.595357,69.629214,115.174352,17.69859,72.644897,5.327315,34.897657,35.781088,44.446142,32.428432,-25.273335,51.192614,92.263053,5
30698.8501,16868.2041,10.878847,16.751997,4.890965,-5.827387,6.80758,10688.1943,10.148565,2665.7354,-2.948359,3.077086,7.831723,0.744422,41.450334,59.274381,-8.286707,6.895479,1.179315,25.288844,34.232634,4.435357,8.161224,56.890675,47.613226,60.133199,50.60598,-1.765824,77.622419,3.432043,2
265144.9179,179517.5313,73.553205,106.683358,48.459208,-47.579554,66.826882,164826.5117,90.717555,311500.2148,-30.648066,43.34425,4.901284,83.545166,11.523137,18.700774,-75.941763,69.400246,115.376938,158.058068,9.811599,57.641992,4.649401,16.005874,16.884245,19.97041,15.322232,-28.019352,22.402606,164.719931,5
